STATE ABBREVIATION,STATE,DISTRICT,DISTRICT00,SPECIAL,JUNGLE,OPEN,ID_NUMCANDIDATES,ID_DISTRICTIDEOLOGY,NUMCANDIDATES,FECID,DISBURSEMENTS,TOTALDISBURSEMENT,DISBURSEMENTRATIO,INCUMBENT,CLOSEDSEAT,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME STANDARD,CANDIDATE NAME COMMA,PARTY,USERNAME,FOLLOWING,DWNOMINATE,CANDIDATEIDEOLOGY,RELIABLE,DISTRICTIDEOLOGY,PRIMARY VOTES,PRIMARY %,PRIMARYPERCENT,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
IN,Indiana,6,06,,0,1,IN06D,IN6D,6,H8IN06152,215157,226035.28,0.95,0,0,Jeannine Lee,Lake,Jeannine Lee Lake,"Lake, Jeannine Lee",D,JeannineLeeLake,1481,n/a,-1.9,1,52.54152203,"8,890",0.38,38.32,,,"79,430",32.86%,,,,
IN,Indiana,6,06,,0,1,IN06D,IN6D,6,H8IN06087,6761,226035.28,0.03,0,0,Jim,Pruett,Jim Pruett,"Pruett, Jim",D,pruettforin,415,n/a,-2.49,1,52.54152203,"5,984",0.26,25.80,,,,,,,,
IN,Indiana,6,06,,0,1,IN06R,IN6R,5,H8IN06079,434476,665275.86,0.65,0,0,Jonathan M.,Lamb,Jonathan M. Lamb,"Lamb, Jonathan M.",R,lambonomics,5000,n/a,0.56,1,22.63904465,"17,526",0.24,23.56,,,,,,,,
IN,Indiana,6,06,,0,1,IN06R,IN6R,5,H8IN06129,230800,665275.86,0.35,0,0,Greg,Pence,Greg Pence,"Pence, Greg",R,GregPenceIN,139,n/a,1.12,1,22.63904465,"47,962",0.64,64.48,,,"154,260",63.82%,,,W,
IA,Iowa,2,02,,0,1,IA02D,IA2D,1,H6IA02146,41714,41714.18,1.00,1,1,Dave,Loebsack,Dave Loebsack,"Loebsack, Dave",D,daveloebsack,585,-0.276,-2.09,1,59.36980249,"42,378",0.99,99.26,,,"171,446",54.79%,,,W,
IN,Indiana,7,07,,0,1,IN07R,IN7R,6,H8IN07317,0,15065.55,0.00,0,0,John L.,Couch,John L. Couch,"Couch, John L.",R,n/a,0,n/a,n/a,1,25.99713701,"3,464",0.15,15.24,,,,,,,,
IN,Indiana,7,07,,0,1,IN07R,IN7R,6,H8IN07333,2116,15065.55,0.14,0,0,"Donald, Jr.",Eason,Donald Eason,"Eason, Donald, Jr.",R,DonaldTEasonjr,2001,n/a,0.86,1,25.99713701,"4,354",0.19,19.16,,,,,,,,
IN,Indiana,7,07,,0,1,IN07R,IN7R,6,H8IN07150,12950,15065.55,0.86,0,0,"Wayne ""Gunny""",Harmon,"Wayne ""Gunny"" Harmon","Harmon, Wayne ""Gunny""",R,gunny_harmon,48,n/a,0.6,0,25.99713701,"6,547",0.29,28.81,,,"76,457",35.14%,,,,
IN,Indiana,8,08,,0,1,IN08D,IN8D,1,H8IN08141,14573,14573.05,1.00,0,0,William,Tanoos,William Tanoos,"Tanoos, William",D,Tanoos2018,59,n/a,3.3,0,52.03910008,"26,232",1.00,100.00,,,"86,895",35.57%,,,,
IN,Indiana,8,08,,0,1,IN08R,IN8R,3,H6IN08228,32418,162937.34,0.20,0,1,Richard ,Moss,Richard  Moss,"Moss, Richard ",R,drrichardmoss,3422,n/a,0.92,1,22.391133,"13,831",0.25,25.24,,,,,,,,
WI,Wisconsin,3,03,,0,1,WI03D,WI3D,1,H6WI03099,77384,77383.68,1.00,1,1,Ron ,Kind,Ron  Kind,"Kind, Ron ",D,kindforcongress,1896,-0.262,-2.52,1,n/a,"59,643",1.00,99.78,,,"187,888",59.65%,,,W,
IN,Indiana,9,09,,0,1,IN09D,IN9D,3,H8IN09081,19547,108679.02,0.18,0,0,Dan,Canon,Dan Canon,"Canon, Dan",D,canonforindiana,1442,n/a,-2.43,1,54.2634542,"11,558",0.31,30.70,,,,,,,,
IN,Indiana,9,09,,0,1,IN09D,IN9D,3,H8IN09107,89132,108679.02,0.82,0,0,Liz,Watson,Liz Watson,"Watson, Liz",D,LizSchoffWatson,3526,n/a,-2.52,1,54.2634542,"24,989",0.66,66.38,,,"118,090",43.52%,,,,
CA,California,9,09,,1,0,CA09D,CA9D,1,H4CA11081,47662,47662.03,1.00,1,1,Jerry,McNerney,Jerry McNerney,"McNerney, Jerry",D,jerrymcnerney,518,-0.261,-2.75,1,60.64339964,"55,923",0.53,53.16,,,"113,414",56.49%,,,W,
IN,Indiana,9,09,,0,1,IN09R,IN9R,2,H8IN09131,28172,28820.83,0.98,0,1,James Dean,Alspach,James Dean Alspach,"Alspach, James Dean",R,james_alspach,0,n/a,n/a,1,23.36597938,"13,449",0.22,22.29,,,,,,,,
KS,Kansas,1,01,,0,0,KS01D,KS1D,1,H4KS01059,17151,17150.72,1.00,0,0,Alan,LaPolice,Alan LaPolice,"LaPolice, Alan",D,LapoliceAlan,80,n/a,-2.58,1,55.00979644,"17,195",1.00,100.00,,,"71,558",31.85%,,,,
NH,New Hampshire,2,02,,0,0,NH02D,NH2D,1,H0NH02181,264913,264913.09,1.00,1,1,Ann McLane,Kuster,Ann McLane Kuster,"Kuster, Ann McLane",D,AnnMcLaneKuster,1249,-0.255,-2.56,1,63.36576989,"55,955",0.99,99.09,,,"155,358",55.54%,,,W,
KS,Kansas,1,01,,0,0,KS01R,KS1R,2,H8KS01043,580382,583793.18,0.99,0,1,Nick,Reinecker,Nick Reinecker,"Reinecker, Nick",R,n/a,0,n/a,n/a,1,26.72004464,"17,593",0.21,21.34,,,,,,,,
KS,Kansas,2,02,,0,0,KS02D,KS2D,1,H8KS02173,44923,44922.85,1.00,0,0,Paul,Davis,Paul Davis,"Davis, Paul",D,pedavis38,171,n/a,-2.03,1,56.646852,"38,846",1.00,100.00,,,"123,859",46.79%,,,,
KS,Kansas,2,02,,0,0,KS02R,KS2R,7,H8KS02199,277078,460799.64,0.60,0,0,Steve,Watkins,Steve Watkins,"Watkins, Steve",R,Steve4Kansas,1880,0.553,0.91,1,28.31208851,"20,052",0.27,26.54,,,"126,098",47.64%,,,W,
KS,Kansas,2,02,,0,0,KS02R,KS2R,7,H8KS02157,183722,460799.64,0.40,0,0,Caryn,Tyson,Caryn Tyson,"Tyson, Caryn",R,CarynTysonKS,0,n/a,n/a,1,28.31208851,"17,749",0.23,23.49,,,,,,,,
KS,Kansas,3,03,,0,0,KS03D,KS3D,6,H8KS03122,215157,278925.12,0.77,0,0,Brent,Welder,Brent Welder,"Welder, Brent",D,BrentWelder,925,n/a,-2.19,1,61.58457639,"21,190",0.34,33.85,,,,,,,,
KS,Kansas,3,03,,0,0,KS03D,KS3D,6,H8KS03155,63769,278925.12,0.23,0,0,Sharice,Davids,Sharice Davids,"Davids, Sharice",D,sharicedavids,1601,-0.25,-2.25,1,61.58457639,"23,379",0.37,37.34,,,"170,518",53.57%,,,W,
KS,Kansas,3,03,,0,0,KS03R,KS3R,3,H8KS03171,6761,176907.18,0.04,0,1,Trevor,Keegan,Trevor Keegan,"Keegan, Trevor",R,tj_keegan,142,n/a,0.33,1,28.92943337,"14,574",0.19,18.69,,,,,,,,
FL,Florida,5,05,,0,0,FL05D,FL5D,2,H0FL02086,142847,259230.02,0.55,1,1,Al,Lawson,Al Lawson,"Lawson, Al",D,AlLawsonJr,426,-0.253,-2.81,1,52.22038217,"53,990",0.60,60.27,,,"180,527",66.78%,,,W,
KS,Kansas,4,04,,0,0,KS04D,KS4D,2,H8KS04120,23234,27351.96,0.85,0,0,James A.,Thompson,James A. Thompson,"Thompson, James A.",D,jamesthompsonks,2540,n/a,-1.68,1,56.44268943,"20,261",0.65,65.24,,,"98,445",40.56%,,,,
KS,Kansas,4,04,,0,0,KS04D,KS4D,2,H8KS04088,4118,27351.96,0.15,0,0,Laura,Lombard,Laura Lombard,"Lombard, Laura",D,LauraforKansas,513,n/a,-1.85,1,56.44268943,"10,797",0.35,34.76,,,,,,,,
CA,California,36,36,,1,0,CA36D,CA36D,1,H2CA36439,130868,130867.91,1.00,1,1,Raul,Ruiz,Raul Ruiz,"Ruiz, Raul",D,Dr_RaulRuiz,211,-0.242,-2.58,1,60.12882813,"65,554",0.55,55.03,,,"122,169",59.02%,,,W,
KS,Kansas,4,04,,0,0,KS04R,KS4R,2,H8KS04187,87097,127030.33,0.69,0,1,Ron M.,Estes,Ron M. Estes,"Estes, Ron M.",R,RealRonEstes,46,n/a,n/a,1,27.61521739,"13,159",0.19,18.62,,,,,,,,
KY,Kentucky,1,01,,0,0,KY01D,KY1D,2,H8KY01074,2512,2512.34,1.00,0,0,Paul ,Walker,Paul  Walker,"Walker, Paul ",D,votepaulwalker,213,n/a,-3.05,1,48.54193548,"51,094",0.75,74.60,,,"78,849",31.41%,,,,
KY,Kentucky,1,01,,0,0,KY01D,KY1D,2,H8KY01082,0,2512.34,0.00,0,0,Alonzo ,Pennington,Alonzo  Pennington,"Pennington, Alonzo ",D,Pennington4KY,543,n/a,-2.54,1,48.54193548,"17,398",0.25,25.40,,,,,,,,
KY,Kentucky,2,02,,0,0,KY02D,KY2D,4,H8KY02098,2116,15065.55,0.14,0,0,Rane Eir Olivia,Sessions,Rane Eir Olivia Sessions,"Sessions, Rane Eir Olivia",D,ranesessions,306,n/a,-2.41,1,52.73743396,"10,501",0.22,21.72,,,,,,,,
KY,Kentucky,2,02,,0,0,KY02D,KY2D,4,H8KY02080,12950,15065.55,0.86,0,0,Hank,Linderman,Hank Linderman,"Linderman, Hank",D,hank4ky,214,n/a,-2.21,1,52.73743396,"14,517",0.30,30.02,,,"79,964",31.07%,,,,
KY,Kentucky,2,02,,0,0,KY02D,KY2D,4,H8KY02072,0,15065.55,0.00,0,0,Grant ,Short,Grant  Short,"Short, Grant ",D,n/a,0,n/a,n/a,1,52.73743396,"9,470",0.20,19.58,,,,,,,,
KY,Kentucky,2,02,,0,0,KY02D,KY2D,4,H0KY02061,0,15065.55,0.00,0,0,Brian,Pedigo,Brian Pedigo,"Pedigo, Brian",D,pedif3rd,308,n/a,-3.43,1,52.73743396,"13,866",0.29,28.68,,,,,,,,
KY,Kentucky,3,03,,0,0,KY03R,KY3R,3,H8KY03187,0,13505.85,0.00,0,0,Mike ,Craven,Mike  Craven,"Craven, Mike ",R,n/a,0,n/a,n/a,1,32.01293726,"6,163",0.27,26.90,,,,,,,,
KY,Kentucky,3,03,,0,0,KY03R,KY3R,3,H8KY03203,0,13505.85,0.00,0,0,Rhonda R.,Palazzo,Rhonda R. Palazzo,"Palazzo, Rhonda R.",R,n/a,0,n/a,n/a,1,32.01293726,"5,510",0.24,24.05,,,,,,,,
KY,Kentucky,3,03,,0,0,KY03R,KY3R,3,H8KY03211,13506,13505.85,1.00,0,0,Vickie Yates B.,Glisson,Vickie Yates B. Glisson,"Glisson, Vickie Yates B.",R,vickieyglisson,196,n/a,0.79,1,32.01293726,"11,240",0.49,49.06,,,"101,930",36.57%,,,,
KY,Kentucky,4,04,,0,0,KY04D,KY4D,3,H8KY04185,0,16926.82,0.00,0,0,Christina,Lord,Christina Lord,"Lord, Christina",D,lord4congress,214,n/a,-3.16,1,56.11669415,"9,510",0.22,21.71,,,,,,,,
KY,Kentucky,4,04,,0,0,KY04D,KY4D,3,H8KY04169,6678,16926.82,0.39,0,0,Seth ,Hall,Seth  Hall,"Hall, Seth ",D,hallcongress,778,n/a,-2.75,1,56.11669415,"17,862",0.41,40.77,,,"90,536",34.58%,,,,
KY,Kentucky,4,04,,0,0,KY04D,KY4D,3,H8KY04144,10249,16926.82,0.61,0,0,Patti ,Piatt,Patti  Piatt,"Piatt, Patti ",D,piattpatti,5000,n/a,-2.69,1,56.11669415,"16,442",0.38,37.53,,,,,,,,
KY,Kentucky,5,05,,0,0,KY05D,KY5D,2,H6KY05111,7,7.00,1.00,0,0,Kenneth S.,Stepp,Kenneth S. Stepp,"Stepp, Kenneth S.",D,ppetsnek,58,n/a,-2,1,46.64076586,"33,602",0.59,58.70,,,"45,890",21.05%,,,,
KY,Kentucky,5,05,,0,0,KY05D,KY5D,2,H8KY05067,0,7.00,0.00,0,0,Scott,Sykes,Scott Sykes,"Sykes, Scott",D,ScottSykesforKY,634,n/a,-1.8,1,46.64076586,"23,644",0.41,41.30,,,,,,,,
KY,Kentucky,5,05,,0,0,KY05R,KY5R,2,H8KY05075,791,28962.36,0.03,0,1,Gerardo,Serrano,Gerardo Serrano,"Serrano, Gerardo",R,assetforfeiture,755,n/a,0.63,1,27.30234686,"14,216",0.16,15.83,,,,,,,,
IL,Illinois,17,17,,0,1,IL17D,IL17D,1,H2IL17071,448920,448920.34,1.00,1,1,Cheri,Bustos,Cheri Bustos,"Bustos, Cheri",D,cheribustos,1044,-0.238,-2.17,1,52.71849015,"42,964",1.00,100.00,,,"142,659",62.09%,,,W,
KY,Kentucky,6,06,,0,0,KY06D,KY6D,5,H8KY06164,559327,1139709.02,0.49,0,0,Amy,McGrath,Amy McGrath,"McGrath, Amy",D,AmyMcGrathKY,2839,n/a,-1.36,1,56.7970087,"48,860",0.49,48.66,,,"144,736",47.79%,,,,
KY,Kentucky,6,06,,0,0,KY06D,KY6D,5,H8KY06172,580382,1139709.02,0.51,0,0,Jim ,Gray,Jim  Gray,"Gray, Jim ",D,JimGrayLexKY,718,n/a,-1.64,1,56.7970087,"40,684",0.41,40.51,,,,,,,,
KY,Kentucky,6,06,,0,0,KY06R,KY6R,2,H8KY06198,0,2115.57,0.00,0,1,Chuck ,Eddy,Chuck  Eddy,"Eddy, Chuck ",R,chuckeddy,90,n/a,-0.92,1,30.6656526,"7,858",0.16,16.24,,,,,,,,
CA,California,7,07,,1,0,CA07D,CA7D,1,H0CA03078,80521,80521.18,1.00,1,1,Ami,Bera,Ami Bera,"Bera, Ami",D,BeraForCongress,1323,-0.231,-1.95,1,64.39291475,"84,776",0.52,51.65,,,"155,016",55.04%,,,W,
MA,Massachusetts,1,01,,0,0,MA01D,MA1D,2,H8MA01050,57090,578497.05,0.10,0,1,Tahirah,Amatul-Wadud,Tahirah Amatul-Wadud,"Amatul-Wadud, Tahirah",D,tahirahcongress,477,n/a,-2.16,1,58.95576923,"20,565",0.29,29.23,,,,,,,,
IL,Illinois,3,03,,0,1,IL03D,IL3D,2,H4IL03077,511555,913035.05,0.56,1,1,Daniel William,Lipinski,Daniel William Lipinski,"Lipinski, Daniel William",D,replipinski,2515,-0.229,-0.71,1,55.42181818,"48,675",0.51,51.13,,,"163,053",73.01%,,,W,
IL,Illinois,11,11,,0,1,IL11D,IL11D,1,H8IL14067,69407,69406.98,1.00,1,1,Bill ,Foster,Bill  Foster,"Foster, Bill ",D,foster4congress,516,-0.228,-2.72,1,58.33778338,"49,762",1.00,100.00,,,"145,407",63.84%,,,W,
MA,Massachusetts,2,02,,0,0,MA02R,MA2R,2,H8MA02116,4597,5461.26,0.84,0,0,Tracy Lyn,Lovvorn,Tracy Lyn Lovvorn,"Lovvorn, Tracy Lyn",R,tracy4congress,704,n/a,-0.3,1,30.70185644,"15,792",0.61,60.58,,,"93,391",32.78%,,,,
MA,Massachusetts,2,02,,0,0,MA02R,MA2R,2,H8MA02090,864,5461.26,0.16,0,0,Kevin William,Powers,Kevin William Powers,"Powers, Kevin William",R,powers4congress,3,n/a,n/a,1,30.70185644,"10,170",0.39,39.01,,,,,,,,
MA,Massachusetts,3,03,,0,0,MA03D,MA3D,9,H8MA03072,919384,2403516.87,0.38,0,0,Daniel Arrig,Koh,Daniel Arrig Koh,"Koh, Daniel Arrig",D,dank,951,n/a,-1.89,1,60.4530936,"18,435",0.22,21.52,,,,,,,,
MA,Massachusetts,3,03,,0,0,MA03D,MA3D,9,H8MA03171,685939,2403516.87,0.29,0,0,Rufus,Gifford,Rufus Gifford,"Gifford, Rufus",D,rufusgifford,1023,n/a,-0.95,1,60.4530936,"12,873",0.15,15.03,,,,,,,,
MA,Massachusetts,3,03,,0,0,MA03D,MA3D,9,H8MA03197,249261,2403516.87,0.10,0,0,Barbara A.,L'Italien,Barbara A. L'Italien,"L'Italien, Barbara A.",D,teambarbara,2531,n/a,-1.73,1,60.4530936,"13,018",0.15,15.20,,,,,,,,
MA,Massachusetts,3,03,,0,0,MA03D,MA3D,9,H8MA03106,399669,2403516.87,0.17,0,0,Lori Loureiro,Trahan,Lori Loureiro Trahan,"Trahan, Lori Loureiro",D,latrahan,407,n/a,-2.15,1,60.4530936,"18,580",0.22,21.69,,,"173,175",62.00%,,,W,
MA,Massachusetts,3,03,,0,0,MA03D,MA3D,9,H8MA03122,149264,2403516.87,0.06,0,0,Juana B.,Matias,Juana B. Matias,"Matias, Juana B.",D,juana_b_matias,655,n/a,-2.32,1,60.4530936,"12,993",0.15,15.17,,,,,,,,
MA,Massachusetts,3,03,,0,0,MA03R,MA3R,1,H8MA03114,87097,87096.70,1.00,0,0,Rick,Green,Rick Green,"Green, Rick",R,RickGreenMA,1047,n/a,0.67,1,31.51385768,"24,047",0.99,98.88,,,"93,445",33.45%,,,,
TX,Texas,28,28,,0,1,TX28D,TX28D,1,H2TX23082,40723,40722.63,1.00,1,1,Henry,Cuellar,Henry Cuellar,"Cuellar, Henry",D,repcuellar,2149,-0.227,-0.98,1,51.46946755,"39,221",1.00,100.00,,,"117,494",84.39%,,,W,
CA,California,16,16,,1,0,CA16D,CA16D,1,H4CA20082,151992,151991.80,1.00,1,1,Jim,Costa,Jim Costa,"Costa, Jim",D,RepJimCosta,638,-0.191,-2.03,1,58.55930931,"39,527",0.53,52.98,,,"82,266",57.55%,,,W,
MA,Massachusetts,5,05,,0,0,MA05R,MA5R,2,H8MA05234,0,0.00,0.00,0,0,John,Hugo,John Hugo,"Hugo, John",R,hugocongress,215,n/a,1.11,1,32.9970015,"11,859",0.63,63.17,,,"74,856",24.04%,,,,
MA,Massachusetts,5,05,,0,0,MA05R,MA5R,2,H8MA05242,0,0.00,0.00,0,0,Louis,Kuchnir,Louis Kuchnir,"Kuchnir, Louis",R,n/a,0,n/a,n/a,1,32.9970015,"6,763",0.36,36.03,,,,,,,,
OR,Oregon,5,05,,0,0,OR05D,OR5D,2,H8OR05107,4407,4407.03,1.00,1,1,Kurt,Schrader,Kurt Schrader,"Schrader, Kurt",D,RepSchrader,793,-0.189,-2.14,1,62.5408,"59,196",0.86,86.11,,,"197,187",55.01%,,,W,
MA,Massachusetts,6,06,,0,0,MA06R,MA6R,1,H8MA06133,41040,41040.47,1.00,0,0,Joseph S.,Schneider,Joseph S. Schneider,"Schneider, Joseph S.",R,joeschneiderma,296,n/a,0.49,1,31.72640333,"26,579",0.99,98.94,,,"104,798",31.38%,,,,
AZ,Arizona,1,01,,0,0,AZ01D,AZ1D,1,H6AZ01199,115067,115067.08,1.00,1,1,Tom,O'Halleran,Tom O'Halleran,"O'Halleran, Tom",D,TomOHalleran,5000,-0.186,0.56,1,53.42272987,"64,114",1.00,100.00,,,"143,240",53.83%,,,W,
MA,Massachusetts,7,07,,0,0,MA07D,MA7D,2,H8MA07032,383372,1314204.24,0.29,0,1,Ayanna S.,Pressley,Ayanna S. Pressley,"Pressley, Ayanna S.",D,AyannaPressley,5000,n/a,-1.6,1,64.89922069,"60,046",0.58,58.50,,,"216,559",98.25%,,,W,
CA,California,52,52,,1,0,CA52D,CA52D,1,H2CA52089,106819,106818.87,1.00,1,1,Scott,Peters,Scott Peters,"Peters, Scott",D,ScottPetersSD,1506,-0.178,-1.44,1,69.24008923,"98,744",0.59,59.04,,,"188,992",63.85%,,,W,
MA,Massachusetts,8,08,,0,0,MA08D,MA8D,3,H8MA08170,7350,35443.27,0.21,0,1,Brianna,Wu,Brianna Wu,"Wu, Brianna",D,briannawu,5000,n/a,-1.39,1,62.34055446,"16,878",0.23,22.89,,,,,,,,
IL,Illinois,10,10,,0,1,IL10D,IL10D,1,H2IL10068,115029,115028.75,1.00,1,1,Brad,Schneider,Brad Schneider,"Schneider, Brad",D,Schneider4IL10,99,-0.172,-3.01,1,60.9626635,"58,195",1.00,100.00,,,"156,540",65.59%,,,W,
MA,Massachusetts,9,09,,0,0,MA09R,MA9R,1,H8MA09046,95994,95994.13,1.00,0,0,Peter D.,Tedeschi,Peter D. Tedeschi,"Tedeschi, Peter D.",R,pdtedeschi,810,n/a,0.87,1,29.84398827,"35,911",1.00,99.62,,,"131,463",40.58%,,,,
MD,Maryland,1,01,,0,0,MD01D,MD1D,6,H8MD01193,210375,241622.76,0.87,0,0,Jesse,Colvin,Jesse Colvin,"Colvin, Jesse",D,Colvin4Service,429,n/a,-1.78,1,53.71614973,"14,075",0.38,37.85,,,"116,631",38.09%,,,,
MD,Maryland,1,01,,0,0,MD01D,MD1D,6,H8MD01177,31247,241622.76,0.13,0,0,Allison,Galbraith,Allison Galbraith,"Galbraith, Allison",D,AllisonforMD,5000,n/a,-1.79,1,53.71614973,"10,440",0.28,28.07,,,,,,,,
MD,Maryland,1,01,,0,0,MD01D,MD1D,6,H8MD01243,0,241622.76,0.00,0,0,Michael ,Brown,Michael  Brown,"Brown, Michael ",D,repanthonybrown,1105,n/a,-2.36,1,53.71614973,"5,600",0.15,15.06,,,,,,,,
TN,Tennessee,5,05,,0,1,TN05D,TN5D,1,H2TN05131,15048,15048.05,1.00,1,1,Jim,Cooper,Jim Cooper,"Cooper, Jim",D,CoopForCongress,848,-0.162,-2.11,1,54.20781099,"70,480",1.00,100.00,,,"177,923",67.85%,,,W,
FL,Florida,7,07,,0,0,FL07D,FL7D,2,H6FL07140,151593,151592.87,1.00,1,1,Stephanie,Murphy,Stephanie Murphy,"Murphy, Stephanie",D,SMurphyCongress,977,-0.155,-1.8,1,59.77405345,"49,060",0.86,86.21,,,"183,113",57.69%,,,W,
MD,Maryland,2,02,,0,0,MD02D,MD2D,2,H8MD02100,791,83951.21,0.01,0,1,Jake,Pretot,Jake Pretot,"Pretot, Jake",D,jake_pretot,474,n/a,-2.24,1,57.00690823,"13,405",0.22,21.91,,,,,,,,
MD,Maryland,2,02,,0,0,MD02R,MD2R,4,H8MD02118,26457,32848.13,0.81,0,0,Liz,Matory,Liz Matory,"Matory, Liz",R,LizForCongress,554,n/a,0.51,1,30.65686106,"7,426",0.42,42.01,,,"77,782",30.71%,,,,
MD,Maryland,2,02,,0,0,MD02R,MD2R,4,H2MD02285,0,32848.13,0.00,0,0,Mark,Shell,Mark Shell,"Shell, Mark",R,shell4congress,0,n/a,n/a,1,30.65686106,"4,171",0.24,23.60,,,,,,,,
MD,Maryland,2,02,,0,0,MD02R,MD2R,4,H8MD02126,5048,32848.13,0.15,0,0,"Hubert, Jr.",Owens,Hubert Owens,"Owens, Hubert, Jr.",R,n/a,0,n/a,n/a,1,30.65686106,"3,017",0.17,17.07,,,,,,,,
MD,Maryland,2,02,,0,0,MD02R,MD2R,4,H8MD02142,1343,32848.13,0.04,0,0,"Mitchell J., Jr.",Toland,Mitchell J. Toland,"Toland, Mitchell J., Jr.",R,mitch_toland_jr,370,n/a,0.65,1,30.65686106,"3,061",0.17,17.32,,,,,,,,
MN,Minnesota,7,07,,0,1,MN07D,MN7D,1,H2MN07014,23135,23135.28,1.00,1,1,Collin C. ,Peterson,Collin C.  Peterson,"Peterson, Collin C. ",D,collinpeterson,627,-0.148,-3.03,1,n/a,"39,990",1.00,100.00,,,"146,672",52.10%,,,W,
MD,Maryland,3,03,,0,0,MD03R,MD3R,3,H8MD03165,26883,37272.19,0.72,0,0,Charles,Anthony,Charles Anthony,"Anthony, Charles",R,n/a,0,n/a,n/a,1,31.10083333,"6,935",0.44,43.59,,,"82,774",28.26%,,,,
MD,Maryland,3,03,,0,0,MD03R,MD3R,3,H8MD07091,0,37272.19,0.00,0,0,"Thomas E. ""Pinkston""",Harris,"Thomas E. ""Pinkston"" Harris","Harris, Thomas E. ""Pinkston""",R,n/a,0,n/a,n/a,1,31.10083333,"5,722",0.36,35.96,,,,,,,,
MD,Maryland,3,03,,0,0,MD03R,MD3R,3,H8MD03157,10389,37272.19,0.28,0,0,Rob,Seyfferth,Rob Seyfferth,"Seyfferth, Rob",R,RobertSeyfferth,1,n/a,n/a,1,31.10083333,"3,254",0.20,20.45,,,,,,,,
NJ,New Jersey,5,05,,0,0,NJ05D,NJ5D,1,H6NJ05171,112203,112202.87,1.00,1,1,Josh,Gottheimer,Josh Gottheimer,"Gottheimer, Josh",D,JoshGottheimer,907,-0.138,-1.67,1,61.57174669,"27,486",1.00,100.00,,,"169,546",56.17%,,,W,
MD,Maryland,4,04,,0,0,MD04R,MD4R,1,H4MD04071,0,0.00,0.00,0,0,George,McDermott,George McDermott,"McDermott, George",R,GeorgeMcDermot3,27,n/a,3.52,0,29.22636986,"12,485",1.00,100.00,,,"53,327",19.85%,,,,
PA,Pennsylvania,17,17,,0,0,PA17D,PA17D,1,H8PA18181,143421,143421.11,1.00,1,1,Conor,Lamb,Conor Lamb,"Lamb, Conor",D,ConorLambPA,498,-0.119,0.62,1,57.92294728,"52,590",0.99,99.12,,,"183,162",56.23%,,,W,"#  Conor Lamb was elected in a special general election on March 13, 2018, to fill the remainder of Rep. Tim Murphy's term in the 18th Congressional District."
MD,Maryland,5,05,,0,0,MD05D,MD5D,2,H4MD05177,0,354805.28,0.00,0,1,Dennis L.,Fritz,Dennis L. Fritz,"Fritz, Dennis L.",D,n/a,0,n/a,n/a,1,56.50124323,"13,681",0.16,15.88,,,,,,,,
MD,Maryland,5,05,,0,0,MD05R,MD5R,2,H8MD05129,45,45.00,1.00,0,0,Johnny,Rice,Johnny Rice,"Rice, Johnny",R,johnyrice4jesus,150,n/a,0.17,1,28.73498208,"8,385",0.42,42.44,,,,,,,,
MD,Maryland,5,05,,0,0,MD05R,MD5R,2,H8MD05145,0,45.00,0.00,0,0,"William A., III",Devine,William A.III Devine,"Devine, William A., III",R,studlydevine,0,n/a,n/a,1,28.73498208,"11,372",0.58,57.56,,,"82,361",27.07%,,,,
MD,Maryland,6,06,,0,0,MD06D,MD6D,7,H8MD06143,566510,6025514.24,0.09,0,0,Aruna,Miller,Aruna Miller,"Miller, Aruna",D,arunamiller,1707,n/a,-2.52,1,63.03995726,"18,524",0.31,30.72,,,,,,,,
MD,Maryland,6,06,,0,0,MD06D,MD6D,7,H6MD08549,5459004,6025514.24,0.91,0,0,David,Trone,David Trone,"Trone, David",D,davidjtrone,641,-0.281,-2.45,1,63.03995726,"24,103",0.40,39.97,,,"163,346",58.95%,,,W,
MD,Maryland,6,06,,0,0,MD06R,MD6R,4,H8MD06184,373,47751.87,0.01,0,0,Lisa,Lloyd,Lisa Lloyd,"Lloyd, Lisa",R,lisa4progress,5000,n/a,-2.06,1,29.45874548,"5,144",0.18,17.81,,,,,,,,
MD,Maryland,6,06,,0,0,MD06R,MD6R,4,H6MD06212,47379,47751.87,0.99,0,0,Amie,Hoeber,Amie Hoeber,"Hoeber, Amie",R,amieformaryland,1584,n/a,0.76,1,29.45874548,"19,571",0.68,67.76,,,"105,209",37.97%,,,,
NJ,New Jersey,4,04,,0,0,NJ04R,NJ4R,1,H8NJ04014,40183,40182.93,1.00,1,1,Christopher H.,Smith,Christopher H. Smith,"Smith, Christopher H.",R,repchrissmith,236,0.164,1.02,1,30.5276203,"25,930",1.00,100.00,,,"163,065",55.40%,,,W,
MD,Maryland,7,07,,0,0,MD07R,MD7R,4,H8MD07083,561,561.09,1.00,0,0,Richmond,Davis,Richmond Davis,"Davis, Richmond",R,Davis4Maryland,445,n/a,1,1,30.96638856,"3,554",0.31,31.29,,,"56,266",21.26%,,,,
